SampleID	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
G441502210	-0.054840066	-0.054614007	-0.047367726	0.071165234	-0.038822796	-0.112622365	-0.049014777
G440282282	-0.024022631	-0.050707344	-0.017101778	0.07027527	-0.017525924	0.05097154	-0.044985875
G445224182	-0.060631905	0.04969898	0.056307036	0.019840475	0.07355122	-0.11169745	0.040848345
G440282619	-0.04446859	0.049830828	0.045776896	-0.0931179	-0.030070284	-0.10910623	-0.01244782
G441424447	0.09130873	0.048431206	0.05591234	-0.10832101	0.02230335	-0.11045953	0.032491617
G441802108	-0.051232643	0.051221255	-0.041390467	0.07205797	0.05504491	-0.112299316	-0.009771988
G440883003	-0.043439772	-0.051155016	-0.037821516	-0.10410056	0.054315813	-0.11408742	0.03268367
G441284654	-0.01404982	0.04844739	0.04880368	-0.07101927	0.067303285	0.137812	0.015513504
G440104145	-0.061772045	-0.06502723	0.050315958	-0.10544528	-0.0077469433	0.17943497	0.036329057
G440883073	-0.030151544	0.046653736	-0.039046682	-0.03802168	-0.016821165	0.18282014	-0.03946268
G445302508	0.08467605	-0.06568332	-0.040459875	-0.102113105	0.0398308	-0.11261031	0.014521554
G445224193	0.06844835	0.016473364	-0.0407444	-0.015424376	-0.057069268	-0.022640996	0.011613473
G441284423	-0.04745815	0.0055904444	-0.047478124	-0.0689037	-0.05742999	-0.10993468	-0.046676576
G440305616	-0.0424551	-0.055708893	-0.042907074	-0.089358315	0.032591835	-0.106025025	-0.041184545
G440606507	0.0018800659	-0.06861135	-0.04954859	-0.104712486	-0.056416515	-0.1116989	-0.015065246
G441424551	-0.04570364	0.018047381	-0.03587735	-0.100367926	-0.054801427	-0.107870474	-0.041522056
G441424573	0.076591365	0.014975753	-0.04580074	0.047138963	-0.058085635	-0.1115369	-0.047069974
G441802004	-0.04454626	-0.058202017	-0.04116973	-0.10285175	-0.04989563	-0.11014175	-0.04179229
G441303049	-0.014472278	-0.05657256	-0.03524725	0.050618418	0.005197155	0.18451452	-0.048433308
G445302407	-0.06707475	-0.06888625	-0.021921875	-0.1053651	0.076587364	0.14608344	-0.024832746
G440282082	0.08546235	-0.041438352	-0.04369579	0.053071186	-0.04073083	0.05091221	0.010830686
G440981385	0.08856223	0.054175533	0.05925095	-0.10650787	0.074729204	-0.112928845	0.03512767
G441424257	-0.07108618	-0.06370066	-0.043403316	0.051492486	-0.056139678	-0.10435217	0.029103104
G441284332	-0.0737857	0.029391658	-0.04625606	0.07286473	-0.059377242	-0.117925785	0.012601671
G441424246	-0.04083424	-0.06631634	0.045522876	-0.092191	0.025442509	0.1803263	-0.017058942
G441802148	0.040055647	0.053782016	0.004356798	-0.08264029	0.07480389	0.18402775	-0.034925476
G441802492	0.031657953	-0.070300974	-0.04018026	-0.09146542	0.04137405	0.18134207	-0.012899775
G440282538	-0.014298653	0.017000088	-0.043946385	0.047278218	-0.059449237	-0.1106926	-0.047322832
G441424120	0.08209223	0.053220388	0.053161994	0.02150363	0.0748989	0.05363237	-0.040278494
G440282631	0.08371788	0.043335892	0.060683828	-0.10188031	0.0789506	0.18898155	0.033595785
G440205623	0.08144477	0.027360143	-0.048299756	0.069309086	-0.05766953	-0.11415754	0.04352086
G440282629	0.083698295	0.036200676	-0.040346902	0.068614766	-0.05683165	-0.021773465	-0.04791948
G440305682	-0.047748335	0.045240737	-0.038369127	-0.013599761	-0.05565547	-0.104661524	-0.049753204
G440282173	-0.07043498	0.052197587	-0.030188002	0.07046106	-0.017986251	-0.021602744	0.020712528
G440205522	0.08075868	-0.06265237	-0.048038974	0.050387815	-0.007001265	-0.11218205	-0.013852275
G441802493	0.059614234	0.051149048	0.03090716	-0.1050883	0.07080709	-0.019350946	0.043850917
G440104186	-0.038060836	-0.05146399	-0.043176256	-0.09882292	0.0030400394	-0.02331741	-0.04414708
G440205387	0.08614507	0.05633553	0.047210094	-0.037445597	0.014258339	-0.12266911	0.037865963
G440205438	-0.02328455	0.05263991	-0.041630007	0.071365066	-0.02162003	-0.11237297	-0.048309058
G441802582	-0.042850368	0.035024237	-0.011637594	0.045947082	-0.05861063	-0.10728606	-0.050501123
G440104536	0.08637515	0.042658404	0.03362083	-0.105677836	0.027797077	-0.1244629	0.03919691
G440606304	-0.046925504	-0.06282682	0.045303784	0.053311463	0.061817415	-0.1087998	-0.04828277
G440305471	-0.059881303	-0.011392245	-0.04166688	-0.03911302	-0.03858062	0.050331075	-0.045604866
G441303147	-0.04028186	-0.06000146	0.053848475	-0.0836355	-0.0536972	-0.10456532	-0.042150103
G440305571	-0.06060185	0.052139048	-0.048255023	-0.078688346	-0.053457614	-0.10760135	0.0365884
G440205649	-0.021484412	0.05605698	0.061407827	0.07497086	0.07120642	-0.122311	0.042895738
G441284203	-0.012971055	-0.010870659	-0.03970005	-0.015769904	-0.052839294	-0.09790286	-0.046260104
G441303141	-0.012950952	-0.07179178	0.05515224	-0.105867274	0.072585255	0.18587752	0.0088720955
G440981270	-0.043009844	0.026309887	-0.045652114	0.070251726	0.0019684937	-0.11083104	0.0014902292
G440305558	-0.032458626	-0.015464403	-0.045152076	0.04925174	-0.053705953	-0.10714656	0.021756474
G441303333	-0.033624344	0.053910345	0.051630393	0.044492375	0.0089562945	0.18891329	0.04165369
G441303514	-0.047585372	0.05155621	0.046409156	-0.10289279	0.07675454	-0.11039924	0.007664077
G440282137	0.03510618	0.050014827	-0.02562645	0.04705136	-0.055581033	0.054370947	-0.048905786
G440104357	0.08274441	0.054135602	0.061502136	-0.10244048	0.07463748	0.18135163	0.041406963
G440104203	-0.057939224	-0.011916611	-0.03657444	-0.09940596	-0.031980738	0.1633778	-0.04404703
G441303070	-0.040299535	-0.061711513	-0.035954762	-0.10031731	-0.053535644	-0.105435625	-0.042254586
G441303280	-0.024274178	-0.06463422	-0.040859085	0.0693654	-0.06016667	-0.02159882	0.038670957
G445224531	-0.04107783	0.047420546	-0.039411366	-0.052830063	0.060378578	-0.111555055	-0.043249708
G440883429	-0.042463157	0.04536259	-0.044755064	0.045541506	-0.05731724	0.17285341	-0.052199963
G445302585	-0.06766315	0.0049917954	-0.039091565	0.016419245	-0.05458449	-0.106131986	-0.051131774
G445302229	-0.05352532	-0.043221537	-0.038161296	0.048289683	-0.03966146	-0.104067944	-0.04589886
G441424553	-0.02855111	0.052352775	0.042048648	0.073629476	-0.03634835	-0.11208711	0.00928805
G441424204	-0.07009502	-0.06527454	0.057812236	0.053378124	0.07405172	-0.019302908	-0.045042
G440282414	-0.02449092	-0.058638632	-0.042542182	0.01702852	-0.055433344	-0.020771235	-0.044912096
G440606342	0.021561433	0.053531133	-0.040781334	-0.09960835	-0.049704745	-0.1117216	-0.050684806
G440606369	-0.04197531	-0.01351442	-0.04264392	-0.10359606	-0.041019984	-0.10620272	-0.04525523
G440305465	-0.05449805	-0.05964686	-0.042171493	-0.10282064	-0.05656763	-0.10731455	-0.013431014
G440883273	-0.05858146	0.047409058	-0.038738813	-0.013064828	-0.050949126	0.17180246	-0.047278497
G440981163	0.08394486	-0.06601791	0.04891427	-0.011706098	0.07310909	-0.11488551	-0.011290074
G440282016	0.080967575	0.049927376	-0.008699368	-0.106731415	0.07105027	-0.1121372	-0.01137876
G440205149	-0.041830022	0.01822696	-0.04062566	-0.016782498	-0.05953524	0.130776	-0.040479027
G445302056	0.07970348	0.05709976	0.0585508	0.068188496	0.07597357	-0.12524664	0.039325133
G440305606	0.055693563	0.051498357	-0.044728324	-0.03477051	-0.054641664	-0.10629768	-0.044734724
G441284026	0.0819626	0.05759754	0.05698001	-0.103863314	0.072905265	-0.12639974	0.0347498
G441284346	-0.049798563	-0.055576026	-0.041788008	0.050664976	-0.058122076	-0.015607353	0.042127818
G441303561	-0.039745763	-0.057059556	-0.03504442	0.07075281	-0.03432011	-0.10018659	-0.045461353
G445224310	-0.025978627	-0.059693437	-0.0377514	-0.10181862	0.0042082937	-0.11249594	-0.04776682
G445224279	-0.057603355	-0.055924527	0.057056412	-0.014745686	-0.05739976	-0.11236786	0.0077525945
G440981265	-0.04864816	-0.06476991	0.043152776	-0.054950044	0.059290934	-0.107330345	-0.0035381843
G441802047	0.09010185	0.04757264	0.052477524	0.07425449	0.06977602	-0.124321446	0.042018212
G440205580	0.05543769	0.048984803	0.059150852	-0.10355517	0.06260502	-0.10952856	-0.045658596
G441284129	-0.025590034	-0.062322468	-0.018492932	0.017284052	-0.05095514	-0.10562808	0.011212831
G440104581	0.05905372	0.013442969	-0.04877943	-0.03880981	0.07486823	-0.1256369	0.0384603
G441502281	-0.05069002	-0.0541484	-0.015760096	0.04943547	-0.0552409	-0.10606421	-0.044519
G445302644	-0.070201606	-0.0138798915	-0.014272712	-0.09756874	-0.049378976	-0.11411953	0.00023123546
G440883130	-0.06750803	-0.054463275	-0.039697204	-0.037846025	0.069710106	-0.11090447	-0.04828662
G440305349	0.048209887	0.05781307	0.061276667	0.07254282	0.07484721	-0.12661397	0.03172808
G440305384	0.03214625	0.028815169	-0.042081367	-0.10588067	0.058668774	-0.1104405	-0.008089659
G440883165	-0.03969659	-0.06117093	-0.040242553	-0.08937533	0.06661867	0.1639831	-0.044386607
G440883177	-0.049677636	-0.01085489	-0.037077177	-0.105301544	0.068509445	-0.105075166	-0.042623915
G441424218	-0.073842116	0.026721243	-0.043790013	0.072307445	-0.05751178	-0.10699774	0.02017327
G441303497	0.08952959	-0.06373768	0.05845412	0.07171754	-0.0054479446	-0.11946298	0.03966037
G440883169	0.083749145	0.051168725	0.05145368	-0.104383826	0.07224173	0.18619925	0.032893807
G440305373	-0.062684596	-0.06479163	-0.03688247	-0.078430675	-0.03561724	0.16151392	-0.048288345
G441802494	-0.061966293	0.004448107	-0.035455085	-0.09100079	-0.052925505	-0.10888523	-0.0440239
G441303425	-0.05248488	-0.0113376565	0.031952113	0.05008566	-0.047588386	0.14589946	0.040120646
G440104575	0.05180238	0.057972398	0.06063746	-0.10391226	0.06251092	0.17544852	0.039798386
G441284085	0.023127846	-0.061162923	-0.03650191	-0.10447574	0.056309972	-0.108251944	-0.025892355
G441284625	-0.047250353	0.052103538	0.049010698	-0.03962036	0.059707247	-0.11414259	-0.041007146
G441424065	-0.071167625	0.04337878	-0.04037502	-0.064996436	-0.051025704	-0.0194528	-0.032115944
G440305555	-0.021548886	-0.024447687	0.04928976	-0.10553994	-0.04252768	-0.11809779	0.03435175
G440305132	-0.062455714	0.053559408	-0.034438353	-0.10475666	0.06685653	-0.01784771	-0.043882668
G441424399	0.07300121	-0.056247637	-0.0370891	0.07242338	-0.04495075	0.04919125	-0.040160153
G441303116	0.022298245	-0.050484903	-0.038497157	-0.05985752	-0.05393719	-0.11189832	-0.04932995
G441303025	0.017262803	-0.061915696	-0.040022813	0.020537281	-0.05467895	-0.10472714	-0.044952568
G440883594	-0.04457722	-0.057363167	-0.04204049	-0.09911424	-0.047385618	-0.022572177	-0.01288741
G441802111	-0.046898756	0.049131364	-0.047823716	0.06857587	0.03377333	-0.110975005	-0.051104687
G440305078	-0.041526753	-0.06622879	-0.03603619	-0.10393928	-0.000446448	-0.10673193	-0.03386539
G441284194	0.005317202	0.002692581	-0.04898142	0.047259696	-0.057330366	-0.10659102	-0.04492517
G441802645	-0.0398274	-0.056419093	-0.03622383	0.06591941	-0.055367626	-0.101403855	-0.04120957
G445302259	-0.045498468	-0.058249958	0.0054593277	-0.03745683	-0.055740625	-0.108379774	-0.014788047
G441284140	0.08894062	0.018553136	0.06276428	0.07452978	-0.03925734	-0.11706855	-0.041877486
G441284127	-0.06461264	0.05760367	0.057596907	-0.10319649	0.026574494	-0.12011659	0.018799145
G440205106	-0.054246854	-0.046405293	-0.040664554	-0.013908596	-0.058679204	-0.1091735	-0.04769963
G440981412	0.043703087	0.05091236	0.058289867	-0.08066566	0.069792606	-0.021509817	0.0373081
G440104058	0.0794796	0.04472333	0.05966827	-0.1055805	-0.055179566	-0.11777819	-0.014907006
G441802129	-0.07178862	0.048468355	-0.042228866	-0.012688092	0.07292103	-0.11102849	-0.011236561
G445302249	-0.070510834	0.014891347	-0.04084717	-0.088869356	-0.044787757	-0.111640595	-0.047603313
G445224472	0.0829044	-0.057729855	-0.0366824	-0.097297	-0.051133838	-0.105587475	-0.044416606
G440981505	-0.05133648	-0.053865768	-0.03908026	0.047115047	-0.050450034	-0.10520151	-0.043418106
G440883196	0.08872147	-0.066960715	0.049895227	-0.009313231	-0.04837845	-0.11231749	0.0041084457
G441502364	-0.06996422	0.020793922	-0.03931883	-0.10727313	-0.056150302	-0.01915783	-0.002915212
G445302158	-0.052743647	0.025995027	-0.00060783426	-0.053870752	-0.054267768	-0.11046742	-0.015219596
G445302143	0.07877636	-0.07385441	0.05122753	0.046515692	-0.06059637	-0.124594286	0.029442128
G445302244	-0.050657004	-0.02294284	0.04621515	0.069430456	-0.062204856	-0.12329153	0.039625734
G441424490	-0.042422883	-0.015289702	0.047438484	-0.10620599	0.024896195	-0.112150155	0.03666707
G445302087	-0.06780186	0.052511036	0.053664625	0.06769263	0.07228765	0.17971057	-0.045971
G440606255	0.029862812	-0.039211392	-0.040844623	0.07457258	-0.031196754	-0.103401475	-0.04126465
G440104474	-0.06418461	-0.044841476	-0.03656723	-0.09900187	-0.053570736	-0.105640806	-0.042964794
G440883364	-0.06893836	-0.063354425	-0.044461764	0.07228505	-0.058081124	-0.019196017	0.0139215095
G440883040	0.08064278	0.055275794	0.03307585	0.07228135	0.07159221	0.0558412	0.035959702
G440305574	-0.03259342	0.025326874	-0.04304072	-0.014887615	-0.056795068	-0.016478833	-0.04372858
G441303111	-0.04928585	0.052300293	0.05950365	0.06911153	-0.0040374133	-0.026200404	-0.0024878313
G441303304	-0.0652915	-0.06443467	-0.011182023	-0.066605836	0.073216565	-0.10651468	-0.0446569
G441303591	-0.048000492	-0.069057435	0.017118419	-0.11036542	0.06436635	-0.10915392	-0.037972692
G441284051	-0.03696398	-0.023728155	-0.039746962	-0.101621315	0.071717024	0.14933926	-0.045196395
G440981487	-0.051055443	0.06149323	0.0567079	-0.1063887	0.07526918	0.17731225	0.039924704
G441502146	-0.044140376	-0.0090660425	-0.04222962	0.04815466	-0.04691647	-0.10893905	-0.0493751
G445224173	-0.049340867	-0.011246307	-0.018302817	0.05225649	-0.055678364	-0.021182362	-0.030864395
G445302531	-0.028902978	-0.061643757	0.04117769	-0.1014411	0.07402311	-0.020047046	-0.042743735
G445302443	-0.021304002	0.039305285	0.04328199	-0.10172053	-0.031538706	0.18471715	0.040032774
G441303626	-0.04679534	0.056138527	0.05745685	-0.104470715	0.07340341	-0.12986296	0.0381415
G441284089	0.08341617	0.05154542	0.053211488	-0.10310975	0.07738238	0.18531519	0.037294865
G445224023	0.08140939	0.03517542	-0.0439574	0.017418755	-0.057639886	0.112958856	-0.018767316
G441502207	-0.056237686	-0.07073934	0.058494456	0.07500138	-0.04128368	-0.115736775	0.030957682
G440104179	0.06850254	-0.014770814	0.059510965	-0.09804669	0.07558608	-0.11486717	0.038417082
G440104584	-0.050628718	0.03572452	-0.038090866	-0.102428116	-0.04350939	-0.10730567	-0.041179407
G440205658	-0.049005408	-0.060602203	-0.01709093	0.052419808	0.07435146	-0.11345058	0.03844187
G441303629	-0.048002172	-0.00823771	0.060019754	-0.10720346	0.07030213	0.18653056	-0.019677494
G440981009	0.08653886	0.051166676	0.05800169	-0.09328642	0.07327184	-0.018715385	0.03944547
G440606283	-0.07289464	-0.045886204	0.020857783	0.07137764	0.06651643	-0.11467349	0.035515968
G441284280	-0.06837536	-0.009134685	-0.037185248	0.06552806	-0.055334155	-0.10562026	-0.04649113
G440606118	-0.049515754	-0.061324105	-0.044828985	-0.10238489	0.06631716	0.16181144	-0.035262007
G440981333	-0.0510674	-0.06743637	0.056107223	0.017117748	0.06717557	-0.11208734	0.041700557
G440981031	0.021784069	0.05331644	0.05778236	0.06994187	0.07456429	-0.117346495	-0.013482336
G440104159	-0.06767885	-0.06614415	-0.03923805	-0.10328153	-0.055333734	-0.10992063	-0.011136426
G440282119	-0.052468788	0.03888554	-0.033915058	-0.108663835	0.015176947	-0.11548872	-0.013284556
G445302457	-0.0214523	0.049163997	-0.047423158	0.049468875	-0.0603028	-0.11395278	-0.04539723
G445224168	-0.046483137	0.049746603	0.0017550894	-0.06773294	-0.055478584	0.17330588	-0.0459591
G441424091	-0.036203824	-0.006929536	-0.040432747	-0.09954286	-0.05662993	0.11021563	-0.043582805
G441424028	-0.03985152	-0.061454482	-0.036779776	-0.10252662	-0.03281942	-0.021416392	-0.034668066
G441303175	-0.038003374	-0.05904918	-0.041558	-0.10110053	0.07349533	-0.107419446	-0.025404854
G441284417	-0.04500388	0.017780403	0.019158363	0.047896616	-0.057239447	-0.10857792	-0.04628027
G441424186	-0.02613613	-0.055462986	-0.044402417	-0.09930765	-0.053915117	-0.11094188	-0.011799841
G440981436	0.02310056	0.055406656	0.046793427	0.046071198	-0.013862421	-0.117282905	0.04190626
G440305494	0.069362804	-0.017054234	0.058312375	0.06894705	-0.056928813	-0.11136747	-0.01974562
G440282213	-0.040664762	-0.06254701	0.03768878	-0.098156534	-0.05492067	-0.11092665	0.0021605173
G441303616	0.08249364	0.03487734	0.05100949	-0.011436161	0.013027058	-0.10522897	-0.04251656
G440282372	-0.06751305	-0.020371947	-0.04633291	0.07057147	-0.046616238	0.17688075	-0.019449629
G440282552	-0.06838617	-0.009959779	-0.0411385	0.069468185	-0.052663952	-0.11523192	-0.046671487
G440282093	-0.04602624	0.05335852	0.058421228	-0.106542945	-0.017110972	-0.017904215	0.03640976
G445302348	0.03586307	0.006165888	-0.042331506	-0.09868255	-0.059279148	0.050256804	-0.038798142
G445224356	0.08164509	0.021719258	0.05304769	0.07146297	0.032850366	0.17458044	0.039351586
G440883145	0.06324442	0.059103772	0.05469633	-0.10692383	0.07334695	0.19124942	0.039524015
G440606400	-0.0016537379	0.052756	0.061885543	0.017678725	0.07546649	-0.11625978	0.042222466
G440104504	-0.05085163	0.015209865	-0.045466915	-0.098817326	-0.05277178	-0.107406475	0.042026535
G441303028	0.08371688	-0.07171213	0.055733837	-0.09927581	0.076705694	-0.02146102	-0.015557536
G441424347	-0.058615807	-0.06404501	-0.037324384	-0.103756934	-0.050658077	0.049804106	-0.04080593
G445302481	-0.045236126	0.016645625	-0.043441933	-0.103196904	-0.05663554	-0.019674603	0.038203385
G440282547	-0.043219764	0.04793568	-0.016324135	-0.09901696	0.07297397	0.17579897	-0.039399423
G441424183	-0.06350148	-0.060262438	-0.040705696	0.050951786	0.0716856	-0.020541908	-0.031707875
G440305430	-0.011438976	-0.06289528	0.057661183	-0.108580425	0.069172345	-0.11640786	0.0069797607
G440205414	0.080264784	0.04895156	-0.009008936	0.04868055	-0.036636833	0.17900063	-0.006696403
G440282581	0.091979615	0.059168033	0.057467453	0.074686304	0.076465495	0.16232826	0.04256554
G440104031	-0.047304127	-0.008971038	-0.04389613	0.050137	-0.03705618	-0.11019093	-0.03786943
G440981506	-0.06892225	-0.025870856	-0.036193565	0.050308727	-0.054245982	-0.10770884	-0.046681594
G441502539	-0.04342949	-0.0053646048	-0.036689345	0.017365925	-0.049755182	-0.10814458	-0.04452892
G445302551	-0.06030278	0.05337961	-0.04471951	-0.102167234	-0.058126565	0.17828473	0.04220231
G440981374	0.085937046	0.055437602	0.056545593	0.020998746	0.07255226	-0.017793551	0.03869314
G440981118	0.07997099	-0.0160199	0.05433551	-0.06827043	0.075435676	0.18335325	0.010443554
G440205366	-0.04334827	0.014222384	-0.039299414	-0.09146083	-0.05341741	-0.11011894	-0.02284719
G441424491	-0.047235098	0.017135564	-0.02450332	-0.016461328	0.000927428	-0.1121846	-0.0054910737
G440305136	-0.068610065	0.029713178	-0.044337735	-0.10312379	-0.04997359	-0.10629454	-0.048807114
G441284157	-0.07613606	0.04099979	0.058063887	-0.10005929	0.015053016	-0.11688545	0.017715877
G445224502	0.085861206	0.039624333	-0.011597324	-0.034962706	0.075553544	-0.10844804	-0.04385562
G440981381	-0.04269241	-0.06425195	-0.043774363	-0.1041954	0.025855143	0.15860909	-0.042265005
G441303218	-0.04112642	0.025037035	-0.042098165	-0.10279562	-0.021585966	-0.109994754	-0.041852366
G440606390	0.076153725	0.0030711307	-0.040970024	0.017180633	-0.045622464	-0.108795956	-0.040941633
G445302313	0.04048734	0.057400074	0.060779825	-0.07133711	-0.04668714	-0.12038944	-0.024295494
G440282439	0.085766174	-0.012727037	-0.01210463	-0.0716074	0.04114988	0.17916006	-0.049680535
G441802454	-0.044452507	-0.06263476	-0.041629404	-0.10396234	-0.040342752	-0.018782048	-0.013654807
G440883250	-0.06827064	-0.03671873	0.048813216	-0.014411861	0.06744443	0.18009919	-0.04260887
G440305680	0.092644595	-0.07213565	0.060691763	0.05356096	0.07928103	-0.014893944	0.018389111
G440104131	0.0072848713	-0.06430442	-0.045887757	-0.1036024	-0.05477133	-0.10892246	-0.032750007
G440305629	0.029462181	0.056804795	0.047540825	-0.05381286	-0.059213147	-0.117847174	0.036514807
G440305515	-0.048601333	-0.019893795	0.058673996	-0.1044246	0.07436448	0.18847147	-0.010480789
G441802587	-0.054768026	0.05024366	0.056524824	-0.0929339	0.061191943	0.05639195	0.020095624
G440883441	0.07938344	-0.014247156	-0.044727873	0.070534565	0.058863726	0.175729	-0.010152827
G441303562	0.0745803	-0.023146236	0.05640638	-0.090872675	-0.037552707	-0.109887585	0.018536335
G440305212	0.0808809	0.053543713	-0.04942301	-0.09829643	0.008804643	0.17863251	-0.02787879
G440104046	0.08854044	-0.05743213	-0.041709095	-0.052759305	-0.05749216	-0.1176064	-0.005124006
G445302436	-0.059390213	-0.061556604	-0.038985107	-0.06693056	-0.055231083	0.045931097	-0.047821555
G440205047	-0.046020247	-0.05610414	-0.04252984	-0.09180214	-0.053799145	-0.1037841	-0.047994617
G441284013	-0.067706026	-0.06682527	-0.044391684	0.051040873	0.05722987	0.17895775	-0.006943558
G440282074	0.036819924	-0.009699081	-0.03906951	0.06865245	-0.0550115	-0.10555863	-0.04859488
G440282435	0.08874289	0.056039035	0.057907738	-0.10637179	0.07254528	-0.10937494	0.019317186
G440205330	0.042843834	0.056649555	0.04253429	-0.10597424	-0.054719456	0.18244141	0.040848147
G440282541	-0.038828768	-0.05747219	-0.03583229	0.068087764	-0.016167844	-0.10297421	-0.03946444
G441502406	-0.055792008	-0.036458425	-0.04103274	0.053341802	0.024490839	-0.107119605	-0.021882765
G441424113	-0.046298876	0.048880313	-0.044802833	0.047859225	-0.05726237	-0.11194821	-0.017429205
G440305544	-0.050870482	0.02596081	-0.042930167	-0.09817689	0.05867795	-0.110023715	-0.050577953
G440981501	-0.053112037	0.004664602	-0.039945856	0.070278205	-0.05763943	-0.017465733	-0.044108022
G440305389	0.049089216	-0.0669593	0.049923845	-0.104540706	0.00013850695	-0.11236044	0.036998875
G441303281	0.08878399	0.05441719	0.056414403	-0.016376918	-0.05495859	-0.122333154	-0.042383764
G441802167	0.08448473	0.05642396	0.032751083	-0.10652268	0.07405224	0.18363065	-0.026366595
G445302473	0.088796265	-0.06818013	0.052033287	-0.07688849	0.07363918	-0.11217741	-0.041451965
G440104478	0.09278239	-0.06652484	-0.030275267	-0.10057365	-0.045531858	-0.11120503	-0.012393946
G441802327	0.08287326	0.040553343	0.023177717	0.050040994	0.077101104	0.18724492	0.038797993
G440606301	-0.0545542	-0.06904976	0.010505358	-0.10404244	0.06633246	-0.11047338	-0.030392028
G445224052	0.0853529	-0.067371175	0.049060572	-0.10387651	0.07117624	-0.10665142	-0.013052703
G440883282	0.004326539	-0.06251109	-0.044725575	-0.052813448	0.07354031	0.04899005	-0.042225048
G440104125	-0.065194935	-0.065545276	-0.02248439	-0.10705012	0.07396482	-0.11145657	0.015729768
G445224146	0.088056095	0.054503817	-0.048890725	0.04917827	-0.040150534	-0.016972596	0.015287075
G445302301	0.086042225	0.058745854	0.057042874	0.019268164	0.074034594	-0.025610687	0.0403335
G441802298	-0.043560896	0.034160424	-0.028799286	-0.096590824	-0.054284357	-0.107939124	-0.046939418
G441284254	-0.077309795	0.015226948	0.057494108	-0.07120442	-0.056487978	-0.110860966	0.04070406
G440883309	-0.044210345	0.05119799	0.015423775	-0.091177136	0.07216716	-0.10971314	-0.044438135
G440104395	-0.057887204	-0.057606734	0.015282471	-0.08417233	-0.039882563	-0.102464184	-0.04264993
G440981166	-0.037553053	-0.062238056	0.05384462	-0.099494375	0.07229373	0.15671657	-0.041792233
G445302085	0.090684704	0.054987848	0.055422343	0.07063947	-0.02021381	-0.12606746	0.041007224
G441502420	-0.050508726	-0.06321904	-0.04759267	0.05083863	0.068207175	-0.10903879	-0.027838117
G440305245	-0.042648934	-0.056317355	0.05884794	-0.1037228	0.07066578	-0.111650355	-0.012643146
G441303128	0.08700672	-0.07051092	0.031254128	-0.09391388	0.07346917	-0.021341983	0.010202281
G440305623	0.078994125	-0.055980925	0.02609271	-0.08429957	-0.05596381	-0.016910626	0.04194132
G440305462	0.08510388	0.036623858	-0.04309142	0.04730361	-0.057611145	-0.108935565	-0.043337334
G440205561	0.09079614	0.055761136	0.061299253	0.07263868	-0.017679088	0.057976432	0.029824942
G440883419	0.08891964	0.05094551	-0.0036171365	-0.03588556	-0.055925585	-0.105975874	0.029111575
G440981147	0.07740271	0.039644442	0.06151495	-0.10403986	-0.003803382	0.057147466	0.0392822
G441502158	-0.068485156	0.017423855	-0.04281458	-0.102462165	-0.03502047	-0.021571463	0.003898584
G440305260	0.03485037	0.05039317	-0.042734534	0.016382942	0.028607044	-0.108179115	-0.04963787
G440981086	-0.038432732	-0.04578417	-0.04213482	0.068839654	-0.049228728	0.1119334	-0.03563503
G441802238	0.088212684	0.01860727	-0.045600798	-0.1028211	0.01425888	-0.10899679	0.030008268
G440981177	-0.03955867	-0.060007676	-0.03961966	0.050861433	-0.04581607	0.17509341	-0.0418785
G440282164	0.08791128	0.051256463	0.062733546	0.052845247	0.07767309	-0.11754604	0.039173227
G440981057	0.042716313	-0.0650069	0.044874087	-0.100211985	0.033130366	-0.02109253	-0.042249862
G440883038	-0.060932375	-0.059819873	-0.017914716	0.051338132	-0.05467169	-0.105944805	-0.04522694
G440205071	-0.054329477	-0.042469062	-0.045852333	0.07107761	0.073714115	-0.11234273	-0.026144844
G441802226	-0.06699289	-0.06353751	-0.031476017	-0.10075018	0.0727574	-0.11096135	-0.037444208
G440282261	0.054490995	-0.06224396	-0.041279968	-0.034699295	0.022447007	-0.104290836	-0.027337454
G440282020	-0.072774924	-0.009894892	0.055203754	0.053328432	0.07193538	-0.015893241	0.01702161
G440205467	-0.038052164	-0.054856338	-0.032296997	-0.047613166	-0.051695593	-0.09863354	-0.042249095
G441424556	-0.06741015	-0.06151818	-0.031349286	-0.08368399	-0.05629591	-0.11054773	-0.012023319
G441424118	0.06597383	0.050308384	0.04592268	-0.065724656	-0.047373377	0.11750913	-0.031895388
G440981367	0.06173896	-0.058715694	-0.042528313	0.06562223	-0.054869194	-0.10399199	-0.048719965
G440606616	0.009864863	0.048258804	-0.04494492	-0.100520805	-0.029794674	0.17765874	-0.0476005
